,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
433,name434,lastname434,Male,12,14,97,BS ME,  927 931 6877
434,name435,lastname435,Male,8,23,00,BS ITE,917 307 2012
435,name436,lastname436,Male,1,13,98,BS ITE,917 243 4142
436,name437,lastname437,Female,2,28,01,BS CTM,927 116 5889
437,name438,lastname438,Female,5,24,00,BS LM,  917 746 9784
438,name439,lastname439,Female,4,13,98,BS LM,  917 228 3833
439,name440,lastname440,Male,5,14,97,BS LM,  917 896 3614
440,name441,lastname441,Female,5,28,99,BS ME,  927 292 9675
441,name442,lastname442,Female,7,23,99,BS CTM,918 786 1587
442,name443,lastname443,Male,1,20,99,BS ITE,918 315 9445
443,name444,lastname444,Female,4,16,99,BS CTM,  918 185 3883
444,name445,lastname445,Male,9,23,97,BS LM,918 133 8176
445,name446,lastname446,Male,7,16,00,BS LM,  917 158 9222
446,name447,lastname447,Male,5,26,98,BS CTM,918 777 2751
447,name448,lastname448,Female,1,23,98,BS CTM,  918 407 6344
448,name449,lastname449,Female,4,26,97,BS ITE,918 992 1668
449,name450,lastname450,Male,3,28,01,BS MGT,  918 661 9609
450,name451,lastname451,Male,3,26,00,BS LM,  918 554 4787
451,name452,lastname452,Male,12,27,98,BS LM,927 196 8999
452,name453,lastname453,Male,10,24,99,BS ITE,  927 768 6004
453,name454,lastname454,Male,8,3,99,BS ITE,  918 563 6928
454,name455,lastname455,Female,3,4,99,BS ME,  927 992 1613
455,name456,lastname456,Female,3,21,00,BS MGT,  918 966 5429
456,name457,lastname457,Female,12,24,97,BS ITE,  917 950 6481
457,name458,lastname458,Female,1,11,98,BS ITE,927 174 8702
458,name459,lastname459,Male,1,26,01,BS ITE,927 810 5085
459,name460,lastname460,Male,4,26,97,BS LM,918 955 5912
460,name461,lastname461,Female,4,14,97,BS CTM,917 365 4093
461,name462,lastname462,Female,8,13,00,BS LM,927 161 4112
462,name463,lastname463,Female,12,9,01,BS ME,  927 712 6963
463,name464,lastname464,Male,1,24,99,BS CTM,  918 694 3625
464,name465,lastname465,Male,2,27,99,BS ME,  927 221 6429
465,name466,lastname466,Male,2,5,97,BS LM,918 380 9040
466,name467,lastname467,Male,10,26,99,BS ITE,917 319 5070
467,name468,lastname468,Female,6,8,00,BS CTM,918 799 5285
468,name469,lastname469,Female,8,8,99,BS ITE,918 941 5488
469,name470,lastname470,Male,6,21,98,BS ITE,  927 534 2876
470,name471,lastname471,Male,5,24,99,BS CTM,917 908 5006
471,name472,lastname472,Female,1,28,99,BS ME,  927 402 4494
472,name473,lastname473,Female,12,7,99,BS ME,918 754 3507
473,name474,lastname474,Male,11,19,98,BS MGT,  927 559 5075
474,name475,lastname475,Female,9,7,98,BS ITE,927 733 7323
475,name476,lastname476,Female,3,7,98,BS MGT,918 646 3244
476,name477,lastname477,Male,11,20,00,BS ME,917 320 8047
477,name478,lastname478,Male,8,4,98,BS MGT,917 759 3071
478,name479,lastname479,Male,5,19,99,BS ME,918 870 9843
479,name480,lastname480,Female,6,3,97,BS ITE,  927 217 6206
480,name481,lastname481,Female,8,14,99,BS ME,927 861 5556
481,name482,lastname482,Male,1,20,00,BS LM,  927 545 5153
482,name483,lastname483,Female,11,17,00,BS LM,  918 373 5268
483,name484,lastname484,Female,6,10,98,BS MGT,  917 200 5708
484,name485,lastname485,Female,7,3,97,BS ME,918 417 2231
485,name486,lastname486,Male,5,9,98,BS MGT,917 179 4262
486,name487,lastname487,Female,11,10,97,BS ITE,917 695 4286
487,name488,lastname488,Male,11,16,98,BS ME,918 401 8010
488,name489,lastname489,Male,7,9,99,BS ITE,  927 710 7161
489,name490,lastname490,Male,9,2,97,BS CTM,  917 894 8484
490,name491,lastname491,Male,4,20,01,BS CTM,918 221 2946
491,name492,lastname492,Male,6,15,97,BS MGT,918 174 8000
492,name493,lastname493,Female,7,27,98,BS ITE,918 702 6770
493,name494,lastname494,Female,12,9,00,BS LM,  918 695 2117
494,name495,lastname495,Male,6,5,97,BS ITE,  927 508 1619
495,name496,lastname496,Male,9,8,99,BS ITE,  917 395 6151
496,name497,lastname497,Female,5,19,99,BS ME,927 372 3298
497,name498,lastname498,Male,7,28,98,BS ME,  918 531 2515
498,name499,lastname499,Female,7,3,97,BS LM,  917 396 4526
499,name500,lastname500,Female,12,11,98,BS MGT,918 185 5929
500,name501,lastname501,Male,6,22,97,BS MGT,917 590 9444
501,name502,lastname502,Female,7,24,97,BS ME,917 878 5177
502,name503,lastname503,Female,5,10,97,BS ITE,  927 567 2696
503,name504,lastname504,Female,6,5,00,BS LM,918 406 5783
504,name505,lastname505,Female,7,20,99,BS MGT,917 954 2865
505,name506,lastname506,Female,5,4,99,BS ME,927 643 5522
506,name507,lastname507,Male,8,12,99,BS ME,  918 273 5732
507,name508,lastname508,Male,9,22,97,BS CTM,917 802 1053
508,name509,lastname509,Female,4,10,01,BS CTM,  927 100 9522
509,name510,lastname510,Female,12,28,98,BS CTM,  918 449 1726
510,name511,lastname511,Male,4,11,98,BS ME,917 688 3781
511,name512,lastname512,Female,8,18,98,BS ME,  917 543 6559
512,name513,lastname513,Female,4,5,99,BS ME,927 232 8037
513,name514,lastname514,Male,1,12,99,BS ITE,  927 608 4902
514,name515,lastname515,Female,6,11,98,BS LM,927 827 3644
515,name516,lastname516,Male,2,17,00,BS ITE,927 357 4989
516,name517,lastname517,Male,4,27,01,BS ME,  917 491 1993
517,name518,lastname518,Male,2,26,97,BS CTM,918 797 8291
518,name519,lastname519,Male,11,24,97,BS MGT,  917 314 2329
519,name520,lastname520,Female,5,15,00,BS ME,927 775 3422
520,name521,lastname521,Male,11,21,99,BS ITE,  927 387 5890
521,name522,lastname522,Female,7,13,97,BS ME,  927 473 8626
522,name523,lastname523,Male,8,21,00,BS CTM,  927 699 3438
523,name524,lastname524,Male,12,11,97,BS LM,927 325 6294
524,name525,lastname525,Female,6,15,01,BS CTM,917 177 4774
525,name526,lastname526,Male,3,10,98,BS ME,918 538 5327
526,name527,lastname527,Male,4,1,01,BS MGT,918 812 7959
527,name528,lastname528,Female,6,11,98,BS MGT,927 372 4811
528,name529,lastname529,Female,2,11,97,BS LM,  927 469 5706
529,name530,lastname530,Male,11,18,97,BS ME,927 444 7700
530,name531,lastname531,Male,11,19,00,BS MGT,927 622 3854
531,name532,lastname532,Male,10,9,98,BS ITE,917 910 9162
532,name533,lastname533,Male,5,4,01,BS ITE,927 373 9316
533,name534,lastname534,Female,5,23,01,BS CTM,  917 251 1124
534,name535,lastname535,Male,3,4,97,BS ME,  927 577 7471
535,name536,lastname536,Female,6,15,00,BS ITE,  918 138 1962
536,name537,lastname537,Female,4,13,98,BS LM,927 792 8939
537,name538,lastname538,Male,3,9,99,BS MGT,  927 830 8250
538,name539,lastname539,Male,11,18,98,BS MGT,  918 194 4060
539,name540,lastname540,Male,2,4,97,BS ME,  918 921 3557
540,name541,lastname541,Female,10,20,97,BS MGT,918 414 4111
541,name542,lastname542,Female,3,5,97,BS ITE,  918 340 9046
542,name543,lastname543,Female,6,4,98,BS MGT,927 485 1284
543,name544,lastname544,Male,11,22,98,BS CTM,  927 151 7167
544,name545,lastname545,Female,2,7,99,BS ME,927 114 7594
545,name546,lastname546,Male,12,21,98,BS MGT,917 937 2325
546,name547,lastname547,Female,11,9,98,BS LM,  927 431 9754
547,name548,lastname548,Male,6,3,97,BS LM,  927 425 8002
548,name549,lastname549,Male,6,20,00,BS MGT,  917 581 5639
549,name550,lastname550,Female,3,12,98,BS CTM,  918 580 7526
550,name551,lastname551,Male,2,11,97,BS LM,  917 556 4934
551,name552,lastname552,Female,3,26,97,BS LM,927 822 3280
552,name553,lastname553,Male,11,5,98,BS ITE,927 264 3760
553,name554,lastname554,Male,11,28,01,BS ITE,917 886 1007
554,name555,lastname555,Female,4,21,01,BS MGT,918 364 5430
555,name556,lastname556,Female,1,19,98,BS ME,927 440 8339
556,name557,lastname557,Male,4,22,98,BS ME,  917 925 3058
557,name558,lastname558,Female,8,24,99,BS ME,917 474 3597
558,name559,lastname559,Male,8,1,01,BS LM,918 195 9569
559,name560,lastname560,Female,12,15,97,BS MGT,  917 551 4269
560,name561,lastname561,Female,12,26,99,BS LM,  918 177 8086
561,name562,lastname562,Female,1,8,99,BS ME,  927 217 6451
562,name563,lastname563,Female,12,18,99,BS CTM,917 363 9982
563,name564,lastname564,Female,3,23,99,BS ITE,927 295 8046
564,name565,lastname565,Female,8,26,97,BS ME,917 249 5815
565,name566,lastname566,Female,2,11,97,BS ME,927 748 6818
566,name567,lastname567,Female,8,2,97,BS MGT,918 793 6810
567,name568,lastname568,Female,1,6,99,BS ME,  917 225 8310
568,name569,lastname569,Female,10,10,01,BS MGT,917 574 1808
569,name570,lastname570,Female,8,21,00,BS CTM,  918 689 5703
570,name571,lastname571,Male,3,27,99,BS ITE,  927 293 8314
571,name572,lastname572,Male,3,8,98,BS LM,917 714 4402
572,name573,lastname573,Female,6,13,00,BS ITE,  927 495 3274
573,name574,lastname574,Female,12,6,99,BS LM,927 313 7592
574,name575,lastname575,Male,5,15,97,BS ME,  917 812 7658
575,name576,lastname576,Male,11,3,97,BS LM,  918 973 2935
576,name577,lastname577,Female,12,17,97,BS CTM,  918 404 3126
577,name578,lastname578,Female,9,14,01,BS CTM,  918 335 5068
578,name579,lastname579,Male,8,4,98,BS CTM,  918 304 2412
579,name580,lastname580,Female,1,8,98,BS ITE,  918 348 1352
580,name581,lastname581,Female,12,26,99,BS MGT,  918 880 4150
581,name582,lastname582,Female,5,24,99,BS ME,917 494 9681
582,name583,lastname583,Male,8,11,97,BS ME,  918 989 8679
583,name584,lastname584,Male,6,11,98,BS ME,927 359 3617
584,name585,lastname585,Male,9,22,99,BS LM,  917 505 5839
585,name586,lastname586,Male,8,27,99,BS ITE,927 845 2484
586,name587,lastname587,Female,2,19,99,BS MGT,927 282 1066
587,name588,lastname588,Female,11,24,97,BS MGT,  927 615 8231
588,name589,lastname589,Male,9,19,99,BS ITE,917 984 9015
589,name590,lastname590,Female,4,18,98,BS ME,  917 693 5469
590,name591,lastname591,Male,11,16,00,BS ME,  918 955 1464
591,name592,lastname592,Female,8,2,99,BS ITE,  917 511 2548
592,name593,lastname593,Male,3,17,98,BS ITE,  918 925 1254
593,name594,lastname594,Male,5,10,97,BS ITE,  927 943 7120
594,name595,lastname595,Female,10,9,00,BS ME,  917 179 8860
595,name596,lastname596,Female,4,14,97,BS ME,  927 597 5052
596,name597,lastname597,Female,6,13,01,BS MGT,  917 472 6191
597,name598,lastname598,Male,12,9,98,BS MGT,  927 269 3083
598,name599,lastname599,Female,3,3,97,BS MGT,927 869 7453
599,name600,lastname600,Male,8,23,99,BS MGT,  927 929 8643
600,name601,lastname601,Male,6,7,00,BS ME,927 199 7786
601,name602,lastname602,Female,1,27,97,BS CTM,927 244 7754
602,name603,lastname603,Male,8,24,99,BS ITE,  917 518 5769
603,name604,lastname604,Male,9,16,99,BS ITE,  918 467 8650
604,name605,lastname605,Female,3,16,97,BS CTM,  918 955 9875
605,name606,lastname606,Male,7,27,97,BS ITE,  917 606 1240
606,name607,lastname607,Male,4,5,99,BS ME,  917 507 6695
607,name608,lastname608,Female,9,13,00,BS LM,  918 631 4366
608,name609,lastname609,Male,1,18,98,BS ME,  917 208 1541
609,name610,lastname610,Male,11,21,98,BS MGT,917 885 3585
610,name611,lastname611,Male,11,4,00,BS LM,917 723 7524
611,name612,lastname612,Male,3,8,99,BS MGT,  918 237 7442
612,name613,lastname613,Female,8,13,99,BS MGT,  927 364 3609
613,name614,lastname614,Female,11,24,99,BS ITE,917 373 1567
614,name615,lastname615,Male,12,1,99,BS LM,  927 610 6904
615,name616,lastname616,Female,8,13,97,BS ITE,  927 116 9499
616,name617,lastname617,Female,1,28,99,BS CTM,  927 183 5286
617,name618,lastname618,Male,7,22,99,BS ME,918 647 2458
618,name619,lastname619,Female,8,25,97,BS LM,927 443 4773
619,name620,lastname620,Female,9,20,99,BS ITE,918 430 1349
620,name621,lastname621,Female,4,6,97,BS LM,927 132 8496
621,name622,lastname622,Female,10,24,97,BS LM,918 404 9712
622,name623,lastname623,Female,9,23,97,BS ITE,  917 722 1395
623,name624,lastname624,Male,3,8,99,BS ME,  918 400 3947
624,name625,lastname625,Female,7,1,99,BS ITE,927 898 7936
625,name626,lastname626,Female,4,9,00,BS ME,  918 796 1250
626,name627,lastname627,Male,11,2,01,BS CTM,918 760 3341
627,name628,lastname628,Male,2,2,01,BS CTM,918 295 6097
628,name629,lastname629,Female,9,7,99,BS CTM,  917 387 2390
629,name630,lastname630,Male,9,18,97,BS ITE,  917 252 2745
630,name631,lastname631,Male,8,28,98,BS LM,917 677 9021
631,name632,lastname632,Female,2,19,99,BS ITE,  918 914 3596
632,name633,lastname633,Male,1,21,98,BS ITE,917 778 5734
633,name634,lastname634,Male,12,15,01,BS ITE,  918 711 6376
634,name635,lastname635,Female,3,1,98,BS CTM,918 301 7164
635,name636,lastname636,Female,1,21,97,BS LM,  918 250 9975
636,name637,lastname637,Male,10,28,99,BS CTM,  917 107 2793
637,name638,lastname638,Female,2,13,97,BS ITE,  917 516 2992
638,name639,lastname639,Male,6,26,99,BS MGT,917 100 6833
639,name640,lastname640,Female,12,25,98,BS ME,927 750 6394
640,name641,lastname641,Female,2,25,97,BS ITE,927 932 1706
641,name642,lastname642,Female,4,1,97,BS LM,918 114 2489
642,name643,lastname643,Female,10,17,97,BS ME,  927 692 3282
643,name644,lastname644,Male,5,12,99,BS CTM,  918 153 9747
644,name645,lastname645,Male,3,24,99,BS ITE,917 341 7232
645,name646,lastname646,Female,1,27,99,BS LM,918 388 9301
646,name647,lastname647,Female,4,17,98,BS MGT,917 548 6974
647,name648,lastname648,Male,10,4,99,BS CTM,  917 864 6776
648,name649,lastname649,Female,9,16,01,BS LM,  917 553 9701
649,name650,lastname650,Female,8,19,99,BS ITE,918 608 8148
650,name651,lastname651,Female,8,23,99,BS ITE,927 966 7629
651,name652,lastname652,Male,5,19,97,BS LM,  927 621 3475
652,name653,lastname653,Female,1,15,99,BS MGT,917 870 2139
653,name654,lastname654,Male,6,26,00,BS ME,  927 899 4314
654,name655,lastname655,Female,6,25,99,BS LM,  917 439 1927
655,name656,lastname656,Female,4,2,98,BS ITE,  917 823 3564
656,name657,lastname657,Male,11,27,97,BS CTM,917 911 4843
657,name658,lastname658,Female,4,1,01,BS MGT,  917 369 1137
658,name659,lastname659,Male,4,26,98,BS ITE,927 432 5001
659,name660,lastname660,Female,1,21,97,BS ME,  917 639 8097
660,name661,lastname661,Male,7,17,98,BS ITE,917 216 9154
661,name662,lastname662,Male,5,23,97,BS ME,  917 557 4445
662,name663,lastname663,Male,11,17,98,BS CTM,  927 563 4960
663,name664,lastname664,Male,9,27,99,BS MGT,  917 953 4447
664,name665,lastname665,Male,11,26,97,BS ITE,  927 649 6652
665,name666,lastname666,Male,1,27,01,BS ME,  917 707 6263
666,name667,lastname667,Female,6,12,97,BS LM,  918 202 8547
667,name668,lastname668,Male,9,18,01,BS ITE,  927 348 2643
668,name669,lastname669,Male,6,10,98,BS LM,  918 529 8529
669,name670,lastname670,Female,11,25,98,BS CTM,927 761 5499
670,name671,lastname671,Male,8,17,97,BS ITE,  917 108 9053
671,name672,lastname672,Male,1,25,97,BS CTM,  927 826 5387
672,name673,lastname673,Female,1,9,97,BS LM,  917 682 8954
673,name674,lastname674,Female,9,1,97,BS LM,  917 918 3752
674,name675,lastname675,Female,10,4,98,BS LM,917 822 5318
675,name676,lastname676,Female,6,1,00,BS MGT,  918 347 1908
676,name677,lastname677,Female,5,10,99,BS ITE,  917 945 6761
677,name678,lastname678,Female,11,12,97,BS MGT,  927 257 5703
678,name679,lastname679,Male,12,10,99,BS LM,  918 986 6170
679,name680,lastname680,Female,3,19,97,BS ITE,  927 518 9390
680,name681,lastname681,Female,3,3,97,BS CTM,  917 447 7903
681,name682,lastname682,Female,3,4,97,BS MGT,927 320 3223
682,name683,lastname683,Female,11,21,99,BS MGT,  918 635 9209
683,name684,lastname684,Male,5,18,99,BS CTM,  918 895 2615
684,name685,lastname685,Male,2,19,98,BS LM,  927 802 3408
685,name686,lastname686,Male,5,10,98,BS ME,927 431 3048
686,name687,lastname687,Male,12,4,98,BS LM,927 365 4153
687,name688,lastname688,Male,3,12,97,BS ME,917 941 4103
688,name689,lastname689,Male,9,26,99,BS ME,918 980 7439
689,name690,lastname690,Female,2,9,00,BS LM,917 978 1093
690,name691,lastname691,Male,3,24,01,BS CTM,918 895 4043
691,name692,lastname692,Female,5,9,97,BS CTM,  918 350 4336
692,name693,lastname693,Male,7,23,98,BS LM,917 815 7555
693,name694,lastname694,Male,10,17,00,BS MGT,918 514 8276
694,name695,lastname695,Male,7,23,98,BS ME,918 139 6470
695,name696,lastname696,Female,8,20,97,BS MGT,  927 608 4332
696,name697,lastname697,Male,8,8,97,BS LM,  918 557 7838
697,name698,lastname698,Female,2,4,98,BS MGT,917 990 4565
698,name699,lastname699,Female,10,1,98,BS MGT,  917 852 2643
699,name700,lastname700,Male,7,10,01,BS MGT,917 349 2949
700,name701,lastname701,Male,6,5,99,BS MGT,917 788 6744
701,name702,lastname702,Female,5,15,98,BS CTM,918 360 7098
702,name703,lastname703,Male,6,14,97,BS LM,  927 441 9452
703,name704,lastname704,Female,10,14,97,BS MGT,  917 221 2593
704,name705,lastname705,Female,12,13,98,BS CTM,927 939 3466
705,name706,lastname706,Male,11,20,01,BS LM,917 516 4721
706,name707,lastname707,Male,12,4,00,BS ME,918 546 4373
707,name708,lastname708,Male,5,27,97,BS LM,  927 899 3173
708,name709,lastname709,Male,11,11,98,BS MGT,917 757 5871
709,name710,lastname710,Female,11,9,98,BS CTM,918 968 3488
710,name711,lastname711,Female,3,4,97,BS ME,918 366 1192
711,name712,lastname712,Male,7,21,99,BS ITE,  927 949 9293
712,name713,lastname713,Male,2,3,01,BS ME,917 323 8702
713,name714,lastname714,Male,12,20,98,BS MGT,918 218 9517
714,name715,lastname715,Female,5,4,98,BS MGT,  927 338 2750
715,name716,lastname716,Male,3,12,98,BS LM,  917 663 8547
716,name717,lastname717,Female,5,26,99,BS CTM,918 656 4865
717,name718,lastname718,Female,2,12,97,BS MGT,918 657 4923
718,name719,lastname719,Male,9,16,98,BS LM,  917 588 2431
719,name720,lastname720,Female,2,2,01,BS LM,917 496 4484
720,name721,lastname721,Male,9,3,99,BS ITE,  927 476 2773
721,name722,lastname722,Female,6,19,99,BS CTM,917 858 3626
722,name723,lastname723,Female,9,10,99,BS CTM,  927 787 7491
723,name724,lastname724,Male,9,7,01,BS MGT,917 535 1270
724,name725,lastname725,Female,1,14,98,BS MGT,918 560 4115
725,name726,lastname726,Female,6,23,97,BS ME,918 167 8692
726,name727,lastname727,Female,2,7,97,BS MGT,  927 929 3994
727,name728,lastname728,Male,6,13,97,BS CTM,  927 309 3402
728,name729,lastname729,Male,1,24,98,BS MGT,918 354 8194
729,name730,lastname730,Male,11,7,99,BS MGT,  917 181 5471
730,name731,lastname731,Female,10,12,98,BS ME,  917 802 1065
731,name732,lastname732,Female,10,9,99,BS CTM,927 752 4483
732,name733,lastname733,Male,11,13,99,BS CTM,  927 751 4676
733,name734,lastname734,Male,11,26,98,BS MGT,918 335 9195
734,name735,lastname735,Female,2,10,98,BS MGT,917 299 3945
735,name736,lastname736,Male,2,13,98,BS LM,  927 211 1491
736,name737,lastname737,Male,11,23,01,BS ITE,  927 216 7464
737,name738,lastname738,Female,7,7,00,BS ME,918 883 4422
738,name739,lastname739,Female,4,12,99,BS LM,917 585 5181
739,name740,lastname740,Female,3,20,98,BS LM,917 350 4703
740,name741,lastname741,Female,9,5,98,BS CTM,917 722 5363
741,name742,lastname742,Female,9,2,97,BS ME,  918 198 7932
742,name743,lastname743,Female,7,14,98,BS ITE,917 954 6667
743,name744,lastname744,Female,10,28,97,BS ITE,  927 509 7514
744,name745,lastname745,Male,10,5,98,BS MGT,  927 796 6417
745,name746,lastname746,Male,12,7,01,BS ITE,927 698 3622
746,name747,lastname747,Male,12,18,99,BS ITE,918 746 8659
747,name748,lastname748,Female,4,5,01,BS MGT,  917 561 4001
748,name749,lastname749,Female,2,17,97,BS ME,927 163 7846
749,name750,lastname750,Male,12,1,97,BS MGT,  927 659 3077
750,name751,lastname751,Male,11,19,98,BS ITE,  917 682 3751
751,name752,lastname752,Female,4,11,00,BS LM,927 111 2887
752,name753,lastname753,Female,6,1,00,BS CTM,  918 809 4167
753,name754,lastname754,Female,6,15,00,BS MGT,917 380 7974
754,name755,lastname755,Male,6,16,00,BS ME,  918 234 8018
755,name756,lastname756,Female,8,16,99,BS MGT,  917 738 2557
756,name757,lastname757,Male,12,13,99,BS ME,  927 665 6829
757,name758,lastname758,Male,12,15,98,BS CTM,927 103 9845
758,name759,lastname759,Male,11,15,99,BS ITE,  918 716 1196
759,name760,lastname760,Male,4,21,97,BS CTM,  917 889 2089
760,name761,lastname761,Female,3,22,98,BS MGT,  917 536 5199
761,name762,lastname762,Male,1,7,01,BS ME,  927 201 3572
762,name763,lastname763,Male,10,25,98,BS LM,927 773 8564
763,name764,lastname764,Female,4,27,99,BS LM,  927 562 9584
764,name765,lastname765,Female,11,21,00,BS CTM,  927 573 8454
765,name766,lastname766,Male,6,13,98,BS ITE,917 637 5575
766,name767,lastname767,Male,2,14,99,BS ME,  927 293 1334
767,name768,lastname768,Female,4,6,00,BS LM,917 166 8658
768,name769,lastname769,Male,6,28,97,BS ITE,918 108 9862
769,name770,lastname770,Male,4,4,01,BS ME,917 204 2709
770,name771,lastname771,Male,12,27,00,BS ME,  927 882 6056
771,name772,lastname772,Female,5,12,97,BS ME,927 161 6194
772,name773,lastname773,Female,12,1,99,BS LM,918 906 6087
